album_id,album_comments,album_date_created,album_year_released,album_engineer,album_favorites,album_handle,album_image_file,album_images,album_information,album_listens,album_producer,album_title,album_tracks,album_type,album_url,artist_name,artist_url,tags
358,0,11/26/2008 02:52:04 AM,2008,,0,Dead_Living_7,https://freemusicarchive.org/file/images/albums/Parsley_Flakes_-_Dead_Living_7_-_2009113013406691.jpg,"[{'image_id': '1514', 'image_file': 'https://freemusicarchive.org/file/images/artists/Bolmongani_-_2009113014538267.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': 'Bolmongani', 'image_source': 'http://viewmorepics.myspace.com/index.cfm?fuseaction=viewImage&amp;friendID=223232832&amp;albumID=29'}]","<p>DIY debut EP on Hewhecorrupts Inc....a mix between Devo, Crass, and The B-52's.</p>",858,,Dead Living 7'',1,Album,http://freemusicarchive.org/music/Parsley_Flakes/Dead_Living_7/,Parsley Flakes,http://freemusicarchive.org/music/Parsley_Flakes/,[]
360,0,11/26/2008 02:52:13 AM,2009,,6,All_Together_Now,https://freemusicarchive.org/file/images/albums/People_Like_Us_-_All_Together_Now_-_2009113013429800.jpg,"[{'image_id': '1959', 'image_file': 'https://freemusicarchive.org/file/images/artists/Red_Dawn_II_-_2009113015423335.jpg', 'image_title': 'artists Image', 'image_caption': 'Red Dawn II in Williamsburg', 'image_copyright': 'CC by-nc-nd 2.0', 'image_source': 'http://www.flickr.com/photos/mercurialn/2845568450/'}]","<p>Originally Mailorder Only, Released October 2006.<br />People Like Us proudly present 27 minutes of new songs following visits to several music libraries, and appropriating favourites from the western world into a musical pantomime.</p>",4458,,All Together Now,0,Album,http://freemusicarchive.org/music/People_Like_Us/All_Together_Now/,People Like Us,http://freemusicarchive.org/music/People_Like_Us/,[]
361,1,11/26/2008 02:52:14 AM,2009,,8,Reworking_Daphne_Oram,https://freemusicarchive.org/file/images/albums/People_Like_Us_-_Reworking_Daphne_Oram_-_2009113013431001.jpg,"[{'image_id': '783', 'user_id': None, 'artist_id': None, 'album_id': '361', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/People_Like_Us_-_Reworking_Daphne_Oram_-_2009113013431001.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>In January 2005, Sonic Arts Network, the leading UK body for electronic music and sound art, was asked by Daphne?€?s descendants to care for her collected papers, recordings and other items. It was with the benefit of experimental electronic music practice in mind that Goldsmiths Electronic Music Studio (EMS) collaborated with the Sonic Arts Network (SAN) to bring this collection into the academic community where it could be properly studied and developed. To this end, a grant was awarded to Goldsmiths, University of London in 2007 by the Arts and Humanities Research Council, to catalogue the collection, digitise the audio tapes and initiate related research.<br></p><p> <br> In June 2008 People Like Us were invited into the archives of electronic music pioneer Daphne Oram, to rework them into new compositions, to be presented as part of a day-long symposium at London's South Bank Centre. Here are the results.</p><p>from<a href=""http://www.peoplelikeus.org/dnload.htm"" mce_href=""http://www.peoplelikeus.org/dnload.htm"" target=""_blank"" style="""" id="""">??peoplelikeus.org</a><br></p>",7490,,Reworking Daphne Oram,0,Album,http://freemusicarchive.org/music/People_Like_Us/Reworking_Daphne_Oram/,People Like Us,http://freemusicarchive.org/music/People_Like_Us/,[]
362,0,11/26/2008 02:52:52 AM,2009,,2,Breaking_Waves,https://freemusicarchive.org/file/images/albums/People_Like_Us_-_Breaking_Waves_-_2009113013430079.jpg,"[{'image_id': '329', 'image_file': 'https://freemusicarchive.org/file/images/artists/Roxy_Pain_-_2009113015441293.jpg', 'image_title': 'Artist Image: Roxy Pain', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p><em>from<a href=""http://www.peoplelikeus.org/dnload.htm"" target=""_blank""> peoplelikeus.org</a>:</em><br />Forma commissioned People Like Us to make a series of new soundworks for the AV Festival ""Now Hear This"". Now Hear This is a series of site&ndash;specific audio works presented in various public spaces across Middlesbrough, UK. The project featured audio works by artists including Marcus Coates and Zoe Irvine, selected for their various interests in the complex relationships between sound, space and location. Adopting diverse modes of broadcast and public address, Now Hear This offers a range of listening experiences and unexpected sonic interventions into our everyday urban environment, creating surprising and engaging encounters with broadcast material. People Like Us produced this series of short audio works to be broadcast via Bluetooth in Middlesbrough Town Centre. These brief musical compositions explore the humorous side to communication breakdowns in all their varied and surprising forms. Pair up with People Like Us for a series of misfiring musical arrangements, exploring the entertaining aspects of miscommunication, disharmony, bad connections and missed calls.</p>
<p><span style=""font-family: Arial,Helvetica,sans-serif; color: #ffcc66;"">Forma <a href=""http://www.forma.org.uk/"" target=""_blank""> website</a><a href=""http://epc.buffalo.edu/sound/mp3/sp/plu/plu_kg.mp3""><br /> </a>Now Hear This <a href=""http://www.nowhearthis.org.uk/"" target=""_blank"">website</a></span></p>",3167,,Breaking Waves,0,Album,http://freemusicarchive.org/music/People_Like_Us/Breaking_Waves/,People Like Us,http://freemusicarchive.org/music/People_Like_Us/,[]
363,0,11/26/2008 02:53:02 AM,2007,,2,On_the_Rooftops_of_London,https://freemusicarchive.org/file/images/albums/People_Like_Us_-_On_the_Rooftops_of_London_-_2009113013430144.jpg,"[{'image_id': '1960', 'image_file': 'https://freemusicarchive.org/file/images/artists/Golden_Triangle_-_2009113014840365.jpg', 'image_title': 'artists Image', 'image_caption': 'Golden Triangle', 'image_copyright': 'cc by-nc-nd 2.0', 'image_source': 'http://www.flickr.com/photos/alexadan/2738871782/'}]","<p><em>from<a href=""http://www.peoplelikeus.org/dnload.htm"" target=""_blank""> peoplelikeus.org</a>:</em></p>
<p>Was a session for the final edition of BBC Radio 3's ""Mixing It"", broadcast on 9 February 2007. This is a one track CD single - just under 20 minutes long. Thanks to Felix Carey, Philip Tagney, Mark Russell, Robert Sandall and Ergo Phizmiz.</p>",833,,On the Rooftops of London,0,Album,http://freemusicarchive.org/music/People_Like_Us/On_the_Rooftops_of_London/,People Like Us,http://freemusicarchive.org/music/People_Like_Us/,[]
364,0,11/26/2008 02:53:23 AM,2008,,1,Music_To_Run_Fast_By,https://freemusicarchive.org/img/generic/album-default-single.png,[],"<p>We are pleased to announce two brand new downloadable tracks from People Like Us &amp; Ergo Phizmiz, available to the web exclusively from WFMU's Free Music Archive and Beware of the Blog. The Music to Run Fast By digital 7'' is based around the idea of ""The Chase"", where Vicki and Ergo sourced from and collaged as many fast moving sounds as they could possibly think of! This music was originally conceived for a live soundtrack to Christian Marclay's film ""Screen Play"", performed by WFMU's delightful duo in London last year. It was then developed into ""The Chase"" episode of their ""Codpaste"" podcast on WFMU. Check out more very fast music from People Like Us &amp; Ergo Phizmiz in the Codpaste archive at the <a href=""http://www.wfmu.org/playlists/shows/25405"" target=""_blank"">playlist page.</a></p>
<p>If you own a horse then do take this on your ipod next time you go out for a trot.</p>
<p>??</p>",4459,,Music To Run Fast By,0,Single Tracks,http://freemusicarchive.org/music/People_Like_Us__Ergo_Phizmiz/Music_To_Run_Fast_By/,People Like Us & Ergo Phizmiz,http://freemusicarchive.org/music/People_Like_Us__Ergo_Phizmiz/,[]
365,0,11/26/2008 02:53:31 AM,2009,,0,unreleased_Ric_Royer_collaboration,https://freemusicarchive.org/img/generic/album-default-single.png,"[{'image_id': '10573', 'image_file': 'https://freemusicarchive.org/file/images/artists/____-_20101022181205476.jpg', 'image_title': 'artists Image', 'image_caption': '!!! Chk-Chk-Chk Hat Trick by Mick 0', 'image_copyright': 'CC by-nc MIck 0', 'image_source': 'http://www.flickr.com/photos/emayoh/480931693/'}]",,451,,unreleased Ric Royer collaboration,2,Single Tracks,http://freemusicarchive.org/music/Ric_Royer_and_Alice_Kemp/unreleased_Ric_Royer_collaboration/,Ric Royer and Alice Kemp,http://freemusicarchive.org/music/Ric_Royer_and_Alice_Kemp/,[]
366,0,11/26/2008 02:53:33 AM,,,0,Hello_Futurist_EP,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,[],,1243,,Hello Futurist EP,5,Album,http://freemusicarchive.org/music/Phallic_Suns/Hello_Futurist_EP/,Phallic Suns,http://freemusicarchive.org/music/Phallic_Suns/,[]
367,0,11/26/2008 02:53:52 AM,2009,,6,Straight_To_the_Heart,https://freemusicarchive.org/file/images/albums/Pierced_Arrows_-_Straight_To_the_Heart_-_2009113013439503.jpg,"[{'image_id': '10116', 'image_file': 'https://freemusicarchive.org/file/images/artists/2_Foot_Flame_-_20100923142952500.jpg', 'image_title': 'Artist Image: 2 Foot Flame', 'image_caption': None, 'image_copyright': 'Creative Commons - WFMU', 'image_source': None}]","<p>12 inch - vinylreleased: 2008</p>
<p>Side A</p>
<p>1. Guns Of Thunder<br />2. Black Rainbows<br />3. Caroline<br />4. In My Brain<br />5. Walking Wounded<br />6. Shades</p>
<p>Side B<br />1. Frankenstein<br />2. The Wait<br />3. C-U<br />4. Up on A Cloud<br />5. Lost<br />6. Hills On Fire</p>
<p>recorded at Fresh Tracks Studio</p>
<p>&nbsp;</p>
<p>CD<br />1.<strong> Guns Of Thunder</strong><br />2. <strong>Black Rainbows</strong><br />3. <strong>Caroline</strong><br />4. <strong>In My Brain</strong><br />5. <strong>Walking Wounded</strong><br />6. <strong>Shades</strong><br />7. <strong>Mr. Sou</strong>l (Neil Young)</p>
<p>8. <strong>Frankenstein</strong><br /> 9. <strong>The Wait</strong><br /> 10. <strong>C-U</strong><br /> 11. <strong>Up on A Cloud</strong><br /> 12. <strong>Lost</strong><br /> 13. <strong>Hills On Fire</strong></p>
<p>&nbsp;</p>
<p>In My Brain and Caroline appeared on a 7'' in 2007</p>",8246,,Straight To the Heart,5,Album,http://freemusicarchive.org/music/Pierced_Arrows/Straight_To_the_Heart/,Pierced Arrows,http://freemusicarchive.org/music/Pierced_Arrows/,[]
368,0,11/26/2008 02:54:12 AM,2003,,0,Flashing_Open,https://freemusicarchive.org/file/images/albums/Plastic_Crimewave_Sound_-_Flashing_Open_-_2009113013446867.jpg,"[{'image_id': '13786', 'image_file': 'https://freemusicarchive.org/file/images/artists/25_BZ_-_20110513182915203.jpg', 'image_title': 'artists Image', 'image_caption': '2/5bz', 'image_copyright': None, 'image_source': None}]",,695,,Flashing Open,2,Album,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/Flashing_Open/,Plastic Crimewave Sound,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/,[]
369,0,11/26/2008 02:54:16 AM,2009,,0,Boombox_Explosions,https://freemusicarchive.org/file/images/albums/Plastic_Crimewave_Sound_-_Boombox_Explosions_-_2009113013446749.jpg,"[{'image_id': '293', 'user_id': None, 'artist_id': None, 'album_id': '369', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Plastic_Crimewave_Sound_-_Boombox_Explosions_-_2009113013446749.jpg', 'image_title': 'Album Image: Plastic Crimewave Sound - Live Boombox Explosions', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]",,394,,Boombox Explosions,1,Album,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/Boombox_Explosions/,Plastic Crimewave Sound,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/,[]
370,0,11/26/2008 02:54:24 AM,2009,,0,Projection,https://freemusicarchive.org/file/images/albums/Plastic_Crimewave_Sound_-_Projection_-_2009113013449352.jpg,"[{'image_id': '297', 'user_id': None, 'artist_id': None, 'album_id': '370', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Plastic_Crimewave_Sound_-_Projection_-_2009113013449352.jpg', 'image_title': 'Album Image: Plastic Crimewave Sound - Projection', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>&nbsp;&ldquo;Studio recorded solo release, with a conceptual song cycle on loss, traitors, and drug addled sex. Features most of AMT, Spires, Fur saxa, and Chris Connelly of Ministry and Revolting Cocks??! folk,lysergic pop, evil electronics, psych ragers, and a human beatbox??? yes.&rdquo;&nbsp; - Eclipse Mail Order</p>",158,,Projection,1,Album,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/Projection/,Plastic Crimewave Sound,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/,[]
371,0,11/26/2008 02:54:29 AM,2009,,0,Netscape_Mission_Control_UNIX,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,"[{'image_id': '1160', 'image_file': 'https://freemusicarchive.org/file/images/artists/5678s_-_2009113014338223.jpg', 'image_title': 'artists Image', 'image_caption': 'in concert in Lille (France), May 2004. Photo taken in the course of the festival ""Lille 2004 - European Capital of Culture"".', 'image_copyright': 'CC BY-SA 2.0', 'image_source': 'http://en.wikipedia.org/wiki/File:The_5.6.7.8%27s_Lille_2004-29-05.jpg'}]",,207,,Netscape Mission Control (UNIX),1,Album,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/Netscape_Mission_Control_UNIX/,Plastic Crimewave Sound,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/,[]
372,0,11/26/2008 02:54:32 AM,2009,,0,Painted_Shadows,https://freemusicarchive.org/file/images/albums/Plastic_Crimewave_Sound_-_Painted_Shadows_-_2009113013448287.jpg,"[{'image_id': '1505', 'user_id': None, 'artist_id': None, 'album_id': '372', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Plastic_Crimewave_Sound_-_Painted_Shadows_-_2009113013448287.jpg', 'image_title': 'albums Image', 'image_caption': 'Painted Shadows', 'image_copyright': '??', 'image_source': 'reckless.com', 'image_order': '0'}]",,2489,,Painted Shadows,1,Album,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/Painted_Shadows/,Plastic Crimewave Sound,http://freemusicarchive.org/music/Plastic_Crimewave_Sound/,[]
373,0,11/26/2008 02:54:35 AM,2002,,0,Bareskinrug,https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Bareskinrug_-_2009113013450322.jpg,"[{'image_id': '789', 'user_id': None, 'artist_id': None, 'album_id': '373', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Bareskinrug_-_2009113013450322.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>A 2002 Load Records release.</p>
<p>Shawn Greenlee: performance, recording, and production.</p>
<p>""Jarring sounds emit from the eight foot-high bass stack. Pleasurehorse slams into your ears with the velocity of DJ Scud, the bling of Timbaland, and the amplifiers of Slayer. Yet another convincing argument that a dangerous and virulent form of life was started in Providence, Rhode Island that will hopefully pollute this dirty ball of fluff known as Earth."" (-<a href=""http://www.loadrecords.com/bands/horse.html"" target=""_blank"">LoadRecords.com</a>)</p>",236,,Bareskinrug,1,Album,http://freemusicarchive.org/music/Pleasurehorse/Bareskinrug/,Pleasurehorse,http://freemusicarchive.org/music/Pleasurehorse/,[]
374,0,11/26/2008 02:54:42 AM,2001,,0,Real_Slow_Radio_Volume_2_Fast_Thunder_Records_compilation,https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Real_Slow_Radio_Volume_2_Fast_Thunder_Records_compilation_-_2009113013451055.jpg,"[{'image_id': '790', 'user_id': None, 'artist_id': None, 'album_id': '374', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Real_Slow_Radio_Volume_2_Fast_Thunder_Records_compilation_-_2009113013451055.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>A Pleasurehorse track from the 2001 Thunder Records compilation.</p>
<p>Shawn Greenlee: performance, recording, and production.</p>",223,,Real Slow Radio Volume 2: Fast (Thunder Records compilation),1,Album,http://freemusicarchive.org/music/Pleasurehorse/Real_Slow_Radio_Volume_2_Fast_Thunder_Records_compilation/,Pleasurehorse,http://freemusicarchive.org/music/Pleasurehorse/,[]
375,0,11/26/2008 02:54:52 AM,2001,,0,Two_Ducks_on_a_Truck_Hospital_Productions_compilation,https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Two_Ducks_on_a_Truck_Hospital_Productions_compilation_-_2009113013452167.jpg,"[{'image_id': '791', 'user_id': None, 'artist_id': None, 'album_id': '375', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Two_Ducks_on_a_Truck_Hospital_Productions_compilation_-_2009113013452167.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>2001 Pleasurehorse track from <a href=""nyc-based shop/label run by Dominic Fernow aka Prurient, formerly of Providence and Football Rabbit)"" target=""_blank"">Hospital Productions</a> (NYC-based shop/label run by Dominic Fernow aka Prurient, formerly of Providence and <a href=""http://www.freewebs.com/footballrabbit/"">Football Rabbit</a>).</p>
<p>Shawn Greenlee: performance, recording, and production.</p>",166,,Two Ducks on a Truck (Hospital Productions compilation),1,Album,http://freemusicarchive.org/music/Pleasurehorse/Two_Ducks_on_a_Truck_Hospital_Productions_compilation/,Pleasurehorse,http://freemusicarchive.org/music/Pleasurehorse/,[]
376,0,11/26/2008 02:54:58 AM,1999,,0,Youre_Soaking_In_It_Load_Records_Compilation,https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Youre_Soaking_In_It_Load_Records_Compilation_-_2009113013453658.jpg,"[{'image_id': '792', 'user_id': None, 'artist_id': None, 'album_id': '376', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Youre_Soaking_In_It_Load_Records_Compilation_-_2009113013453658.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]",<p>Track from Load Record's 1999 compliation.</p>,200,,You're Soaking In It (Load Records Compilation),1,Album,http://freemusicarchive.org/music/Pleasurehorse/Youre_Soaking_In_It_Load_Records_Compilation/,Pleasurehorse,http://freemusicarchive.org/music/Pleasurehorse/,[]
377,0,11/26/2008 02:55:02 AM,2009,,0,unreleased_Zod_Records_12,https://freemusicarchive.org/img/generic/album-default-single.png,[],<p>unreleased track that was to appear on a Zod Records 12-inch compilation sometime in 2004. ??The 12-inch never materialized.??</p>,41,,"unreleased Zod Records 12""",1,Single Tracks,http://freemusicarchive.org/music/Pleasurehorse/unreleased_Zod_Records_12/,Pleasurehorse,http://freemusicarchive.org/music/Pleasurehorse/,[]
378,0,11/26/2008 02:55:07 AM,2000,,0,Purly_Gait__Pearly_Gates_12,https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Purly_Gait__Pearly_Gates_12_-_2009113013451778.jpg,"[{'image_id': '793', 'user_id': None, 'artist_id': None, 'album_id': '378', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Purly_Gait__Pearly_Gates_12_-_2009113013451778.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>12"" vinyl release on History of the Future.</p>
<p>Shawn Greenlee: performance, recording, and production.</p>",193,,"Purly Gait / Pearly Gates 12""",3,Album,http://freemusicarchive.org/music/Pleasurehorse/Purly_Gait__Pearly_Gates_12/,Pleasurehorse,http://freemusicarchive.org/music/Pleasurehorse/,[]
379,0,11/26/2008 02:55:23 AM,2009,,0,Taitsu_Tights,https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Taitsu_Tights_-_2009113013452764.jpg,"[{'image_id': '794', 'user_id': None, 'artist_id': None, 'album_id': '379', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pleasurehorse_-_Taitsu_Tights_-_2009113013452764.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>Originally released as a CDr on Alientation Records in 2005, Shawn later offered this album as a digital download on his own Iynges Recordings label.</p>
<p>Shawn Greenlee: performance, recording, and production.</p>",433,Shawn Greenlee,Taitsu [Tights],7,Album,http://freemusicarchive.org/music/Pleasurehorse/Taitsu_Tights/,Pleasurehorse,http://freemusicarchive.org/music/Pleasurehorse/,[]
380,0,11/26/2008 02:56:23 AM,2009,,2,Bored_Fortress_Single_Series_Split_w_Charalambides,https://freemusicarchive.org/file/images/albums/Pocahaunted_-_Bored_Fortress_Single_Series_Split_w_Charalambides_-_2009113013453386.jpg,"[{'image_id': '796', 'user_id': None, 'artist_id': None, 'album_id': '380', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pocahaunted_-_Bored_Fortress_Single_Series_Split_w_Charalambides_-_2009113013453386.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>A 7"" split with Charalambides.</p>
<p>Months 1 &amp; 2 of Not Not Fun's Bored Fortress Singles Club, Year 3.</p>
<p>Now out of print.</p>",1336,,Bored Fortress Single Series Split w. Charalambides,1,Album,http://freemusicarchive.org/music/Pocahaunted/Bored_Fortress_Single_Series_Split_w_Charalambides/,Pocahaunted,http://freemusicarchive.org/music/Pocahaunted/,[]
381,2,11/26/2008 02:56:40 AM,2009,,1,Peyote_Road,https://freemusicarchive.org/file/images/albums/Pocahaunted_-_Peyote_Road_-_2009113013454112.jpg,"[{'image_id': '797', 'user_id': None, 'artist_id': None, 'album_id': '381', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Pocahaunted_-_Peyote_Road_-_2009113013454112.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>Side A of Pocahaunted's 2008 Woodsist release.</p>
<p>Pocahuanted is Amanda Brown and Bethany Cosentino.<span style=""font-family: arial,helvetica; font-size: x-small;""></span></p>",1159,,Peyote Road,1,Album,http://freemusicarchive.org/music/Pocahaunted/Peyote_Road/,Pocahaunted,http://freemusicarchive.org/music/Pocahaunted/,[]
383,0,11/26/2008 02:56:57 AM,2006,,1,Kamehameha,https://freemusicarchive.org/file/images/albums/Ponytail_-_Kamehameha_-_2009113013456598.jpg,"[{'image_id': '799', 'user_id': None, 'artist_id': None, 'album_id': '383', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Ponytail_-_Kamehameha_-_2009113013456598.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]",<p>Guitar-dueling thrash ecstasy from Baltimore's Ponytail.</p>,2513,,Kamehameha,2,Album,http://freemusicarchive.org/music/Ponytail/Kamehameha/,Ponytail,http://freemusicarchive.org/music/Ponytail/,[]
387,0,11/26/2008 02:58:14 AM,2004,,0,Taro_Sound,https://freemusicarchive.org/file/images/albums/Quasar_Wut-Wut_-_Taro_Sound_-_2009113013510482.jpg,"[{'image_id': '805', 'user_id': None, 'artist_id': None, 'album_id': '387', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Quasar_Wut-Wut_-_Taro_Sound_-_2009113013510482.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]",<p>2004 release from Chicago's Quasar Wut-Wut on the Glorious Noise label.</p>,920,,Taro Sound,2,Album,http://freemusicarchive.org/music/Quasar_Wut-Wut/Taro_Sound/,Quasar Wut-Wut,http://freemusicarchive.org/music/Quasar_Wut-Wut/,[]
388,0,11/26/2008 02:58:19 AM,2008,,0,Enos,https://freemusicarchive.org/file/images/albums/Qulfus_-_Enos_-_2009113013513836.jpg,"[{'image_id': '807', 'user_id': None, 'artist_id': None, 'album_id': '388', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Qulfus_-_Enos_-_2009113013513836.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>A futurist abstract blues instrumental record heavily influenced by classic soul and dub.</p>
<p>Electric bass, late analog synths, a Hammond L-100, multi-tracked vocals, pots and pans, cymbals and more, are all mixed into a ghostly soup with old outboard effects such as spring reverbs?? and analog delays. (-<a href=""http://cdbaby.com/cd/qulfus"" target=""_blank"">CDBaby.com</a>)</p>",432,,Enos,3,Album,http://freemusicarchive.org/music/Qulfus/Enos/,Qulfus,http://freemusicarchive.org/music/Qulfus/,['sound collage']
389,0,11/26/2008 02:58:24 AM,2009,,0,Vectors,https://freemusicarchive.org/file/images/albums/Rainbro_-_Vectors_-_2009113013515895.jpg,"[{'image_id': '12478', 'image_file': 'https://freemusicarchive.org/file/images/artists/Kiran_Ahluwalia_-_20110203160413181.JPG', 'image_title': 'Artist Image: Kiran Ahluwalia', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>Self-released tape recorded Alfred, NY and Providence, RI, 2008.</p>
<p>Rainbro is Ben Fido-Radin.</p>",61609,,Vectors,6,Album,http://freemusicarchive.org/music/Rainbro/Vectors/,Rainbro,http://freemusicarchive.org/music/Rainbro/,[]
390,0,11/26/2008 02:58:25 AM,2007,,0,Endless_Joy_Split_EP,https://freemusicarchive.org/file/images/albums/Rainbro_-_Endless_Joy_Split_EP_-_2009113013515346.jpg,"[{'image_id': '65', 'image_file': 'https://freemusicarchive.org/file/images/artists/Ai_Aso_-_2009113014358706.jpg', 'image_title': 'Ai Aso', 'image_caption': None, 'image_copyright': 'Pedal Records', 'image_source': 'http://www1.odn.ne.jp/pedalrecords/image/artist_image/aso_prof1.jpg'}]","<p>a now-out-of-print split EP with Endless Joy, recorded in Ontario, NY, 2007.</p>
<p>Rainbro is Ben Fino-Radin</p>",2258,,Endless Joy Split E.P.,5,Album,http://freemusicarchive.org/music/Rainbro/Endless_Joy_Split_EP/,Rainbro,http://freemusicarchive.org/music/Rainbro/,[]
391,0,11/26/2008 02:58:52 AM,2009,,0,Virgin_Sleaze_Propaganda,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,[],"<p>Home recordings of homophobic, sex-obsessed, thrash-metalhead northwestern male teenagers, circa 1989.</p>",334,,Virgin Sleaze Propaganda,4,Album,http://freemusicarchive.org/music/Raunchy_Young_Lepers/Virgin_Sleaze_Propaganda/,Raunchy Young Lepers,http://freemusicarchive.org/music/Raunchy_Young_Lepers/,[]
393,0,11/26/2008 02:58:59 AM,2009,,0,There_Were_One_and_It_Was_Two_Annotated_Notes_from_the_Doubles_Museum,https://freemusicarchive.org/file/images/albums/Ric_Royer_-_There_Were_One_and_It_Was_Two_Annotated_Notes_from_the_Doubles_Museum_-_2009113013533282.jpg,"[{'image_id': '822', 'user_id': None, 'artist_id': None, 'album_id': '393', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Ric_Royer_-_There_Were_One_and_It_Was_Two_Annotated_Notes_from_the_Doubles_Museum_-_2009113013533282.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p><em>There Were One and It Was Two; Annotated Artifacts from the Doubles Museum</em> is a book that you can hear, a CD that you can read. It uses items borrowed from The Doubles Museum, curated by Canadian artists Jill Millings and Dr. Armand Rudge, to examine the double in its uncanny manifestations. Learn about Klaus the Two-Person, hear the lonely cries of lovers afraid of loving, feel the mist of the mysterious Gemini Fountain. Includes a booklet and CD designed to be read/listened to simultaneously.<br />The piece was originally conceived as a solo performance, and that performance toured last year thanks in part to a grant from the Baltimore Office of Promotion of the Arts. Royer then translated the performance into a page-appropriate piece, and collaborated with John Berndt who created an audio component to the book. Narrow House Records released the book/CD in June 2007.<br />There Were One is a poetic/critical combination of radio play and lecture that eventually becomes haunted by itself in an endless process of doubling.</p>",1334,,There Were One and It Was Two: Annotated Notes from the Doubles Museum,10,Album,http://freemusicarchive.org/music/Ric_Royer/There_Were_One_and_It_Was_Two_Annotated_Notes_from_the_Doubles_Museum/,Ric Royer,http://freemusicarchive.org/music/Ric_Royer/,[]
